n_calib,K,rep,task_seed,method,n_intervals,eval_nonempty_intervals,eval_empty_intervals,heldout_ptrue_fail_rate,heldout_label_fail_rate,heldout_ptrue_pass_rate,heldout_label_pass_rate,median_heldout_ptrue_min_slack,q10_heldout_ptrue_min_slack,median_heldout_label_min_slack,median_eval_count_per_interval
1000,100,38,3973163348,Population mode,692,692,0,0.0,0.0,1.0,1.0,0.3519595852518329,0.3070383840445845,0.352426257968536,652314.5
1000,100,39,924038461,Empirical mode,17,17,0,0.0,0.0,1.0,1.0,0.025623731312341747,0.009685959755569984,0.02461857542148088,56178.0
1000,100,39,924038461,Population mode,671,671,0,0.0,0.0,1.0,1.0,0.3537475010982855,0.3058061809158144,0.35423016450589834,655558.0
1000,100,40,1605076394,Empirical mode,16,16,0,0.0,0.0625,1.0,0.9375,0.021901501340382955,0.007558770104505605,0.022016099480016718,52618.5
1000,100,40,1605076394,Population mode,771,771,0,0.0,0.0,1.0,1.0,0.34443894521564034,0.29228569190215153,0.34436654887816354,637456.0
1000,100,41,273961261,Empirical mode,19,19,0,0.0,0.0,1.0,1.0,0.01999674494200543,0.00642173154447534,0.01990171990171996,40580.0
1000,100,41,273961261,Population mode,694,694,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.35184126949958494,0.30113992411341806,0.3517891467866363,651473.5
1000,100,42,2629670746,Empirical mode,16,16,0,0.125,0.125,0.875,0.875,0.022424015246517846,0.0037253782787527168,0.022070583762102643,66871.0
1000,100,42,2629670746,Population mode,691,691,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.3519777245457396,0.30237950228651844,0.35178736795686427,652948.0
1000,100,43,107250395,Empirical mode,18,18,0,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.9444444444444444,0.015445475178987629,0.004245788527943684,0.015484323915988321,53450.0
1000,100,43,107250395,Population mode,710,710,0,0.0,0.0,1.0,1.0,0.35021741518836735,0.304231817567375,0.35051669764344645,648360.0
1000,100,44,758841114,Empirical mode,14,14,0,0.0,0.0,1.0,1.0,0.027165503195000162,0.011276647436121076,0.02723106329622471,73826.0
1000,100,44,758841114,Population mode,684,684,0,0.0,0.0,1.0,1.0,0.35214506730219214,0.30419189188318296,0.35240644701264817,653220.0
1000,100,45,254668805,Empirical mode,18,18,0,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.9444444444444444,0.020518435810519736,0.006813701175331367,0.02166978315180168,54296.0
1000,100,45,254668805,Population mode,682,682,0,0.0,0.0,1.0,1.0,0.3528692599904728,0.3096379035926643,0.3526239669849901,654832.5
1000,100,46,1269599059,Empirical mode,21,21,0,0.09523809523809523,0.09523809523809523,0.9047619047619047,0.9047619047619047,0.019815933532175367,0.0022436048720441276,0.0194168775064113,46147.0
1000,100,46,1269599059,Population mode,674,674,0,0.0,0.0,1.0,1.0,0.35355349946156406,0.30428991547440803,0.35353372211500683,654696.0
1000,100,47,3420731509,Empirical mode,15,15,0,0.0,0.0,1.0,1.0,0.02307692138106221,0.009755919061767204,0.024583491409679636,60622.0
1000,100,47,3420731509,Population mode,744,744,0,0.0,0.0,1.0,1.0,0.34663785433864763,0.2997694132611138,0.3471712223674752,640968.0
1000,100,48,3166139062,Empirical mode,14,14,0,0.0,0.0,1.0,1.0,0.018950155315207384,0.011468448714259234,0.019800413151715657,57773.0
1000,100,48,3166139062,Population mode,802,802,0,0.0,0.0,1.0,1.0,0.341947999650999,0.29227033606568836,0.3417495808413449,631030.0
1000,100,49,1107249625,Empirical mode,18,18,0,0.0,0.0,1.0,1.0,0.018648524153486903,0.00800517600195717,0.01757698129891826,38747.5
1000,100,49,1107249625,Population mode,728,728,0,0.0,0.0,1.0,1.0,0.3483973345449777,0.2967841801712165,0.34843677997831257,644806.5
3000,100,0,1371254113,Empirical mode,23,23,0,0.043478260869565216,0.043478260869565216,0.9565217391304348,0.9565217391304348,0.015026362568344998,0.004250803413724596,0.015483664863483404,38055.0
3000,100,0,1371254113,Population mode,1588,1588,0,0.0,0.0,1.0,1.0,0.28697579752448377,0.22444918452970614,0.28685495763418817,521319.0
3000,100,1,2642487214,Empirical mode,24,24,0,0.041666666666666664,0.041666666666666664,0.9583333333333333,0.9583333333333333,0.013346020480067,0.005769110957699691,0.012879386848325066,38431.0
3000,100,1,2642487214,Population mode,1638,1638,0,0.0,0.0,1.0,1.0,0.28392404829897494,0.22030101304623836,0.2837344394642572,515759.0
3000,100,2,1432693092,Empirical mode,21,21,0,0.09523809523809523,0.047619047619047616,0.9047619047619047,0.9523809523809523,0.014286412668408244,0.004041269587659185,0.013303471444568893,41643.0
3000,100,2,1432693092,Population mode,1599,1599,0,0.0,0.0,1.0,1.0,0.28629885832737256,0.22202416301704872,0.2863048600420973,519456.0
3000,100,3,1479437096,Empirical mode,23,23,0,0.043478260869565216,0.043478260869565216,0.9565217391304348,0.9565217391304348,0.014329175109493275,0.00393820190154129,0.014822428945880595,38914.0
3000,100,3,1479437096,Population mode,1642,1642,0,0.0,0.0,1.0,1.0,0.2838476809074707,0.22041634255988943,0.28406705653743114,515790.5
3000,100,4,3407876026,Empirical mode,20,20,0,0.0,0.0,1.0,1.0,0.0153261023895509,0.005768447122339349,0.01512144129182763,51026.0
3000,100,4,3407876026,Population mode,1598,1598,0,0.0,0.0,1.0,1.0,0.28651043895017436,0.2237809703417034,0.28652663291556196,520064.0
3000,100,5,224579399,Empirical mode,28,28,0,0.07142857142857142,0.10714285714285714,0.9285714285714285,0.8928571428571428,0.009417690821834385,0.0009030252925686836,0.008847233609016347,29752.0
3000,100,5,224579399,Population mode,1655,1655,0,0.0,0.0,1.0,1.0,0.28308957508178567,0.21923126506372492,0.28326614240833614,514473.0
3000,100,6,609225123,Empirical mode,23,23,0,0.043478260869565216,0.0,0.9565217391304348,1.0,0.01304206908139205,0.004271733110885668,0.013391821645054147,43013.0
3000,100,6,609225123,Population mode,1636,1636,0,0.0,0.0,1.0,1.0,0.2841645830127184,0.22056706201026877,0.28443221746422886,515859.0
3000,100,7,1051737816,Empirical mode,21,21,0,0.09523809523809523,0.047619047619047616,0.9047619047619047,0.9523809523809523,0.014607983502597371,0.003673009731362198,0.009795080137506074,37136.0
3000,100,7,1051737816,Population mode,1598,1598,0,0.0,0.0,1.0,1.0,0.28626930407405066,0.22332395312121603,0.28633354848882864,519558.5
3000,100,8,3361525777,Empirical mode,20,20,0,0.0,0.0,1.0,1.0,0.014077464207608081,0.003601517575502128,0.016825582384453974,37670.5
3000,100,8,3361525777,Population mode,1626,1626,0,0.0,0.0,1.0,1.0,0.2846029974023687,0.22151736312047882,0.2842203075195367,516115.0
3000,100,9,2885417728,Empirical mode,25,25,0,0.0,0.08,1.0,0.92,0.01173942851698262,0.004788052115170928,0.012764378845735225,36220.0
3000,100,9,2885417728,Population mode,1587,1587,0,0.0,0.0,1.0,1.0,0.286647874048362,0.2222730491657118,0.2867678365751105,520506.0
3000,100,10,615489732,Empirical mode,23,23,0,0.043478260869565216,0.043478260869565216,0.9565217391304348,0.9565217391304348,0.01447169467159204,0.005024626240528441,0.013348826663643565,37137.0
3000,100,10,615489732,Population mode,1607,1607,0,0.0,0.0,1.0,1.0,0.2854412366786935,0.2229382083109632,0.28568058654765693,518530.0
3000,100,11,2137066242,Empirical mode,22,22,0,0.0,0.0,1.0,1.0,0.014865961100500813,0.004140718344065131,0.015435681264690956,39674.5
3000,100,11,2137066242,Population mode,1697,1697,0,0.0,0.0,1.0,1.0,0.2803584270611088,0.21628504887761987,0.28061144681033545,509838.0
3000,100,12,3900029751,Empirical mode,23,23,0,0.043478260869565216,0.043478260869565216,0.9565217391304348,0.9565217391304348,0.014712366647527342,0.0020788891017355987,0.015788436090631686,40556.0
3000,100,12,3900029751,Population mode,1595,1595,0,0.0,0.0,1.0,1.0,0.28622807508448356,0.22380341009120402,0.286035500426308,519623.0
3000,100,13,33719488,Empirical mode,25,25,0,0.04,0.04,0.96,0.96,0.01307228969903218,0.002173521052956462,0.0121538151666723,34024.0
3000,100,13,33719488,Population mode,1661,1661,0,0.0,0.0,1.0,1.0,0.28217057825439207,0.21716639391289794,0.2825769803554428,512994.0
3000,100,14,681445931,Empirical mode,19,19,0,0.10526315789473684,0.10526315789473684,0.894736842105263,0.894736842105263,0.018250425459108932,0.0029160050189720177,0.017954396091093505,51817.0
3000,100,14,681445931,Population mode,1513,1513,0,0.0,0.0,1.0,1.0,0.2915626069280743,0.22513828693658056,0.29126004932013694,529819.0
3000,100,15,1470947468,Empirical mode,24,24,0,0.0,0.041666666666666664,1.0,0.9583333333333333,0.014974548117160758,0.003380440042688232,0.014571577902100535,38687.0
3000,100,15,1470947468,Population mode,1681,1681,0,0.0,0.0,1.0,1.0,0.28149094957518994,0.2165351312151691,0.2817264280623716,510969.0
3000,100,16,1473068985,Empirical mode,21,21,0,0.0,0.0,1.0,1.0,0.01463974255950165,0.004621899899883153,0.015834044508632572,49206.0
3000,100,16,1473068985,Population mode,1549,1549,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.2890511086466994,0.22712533509293584,0.2894746051149302,525212.0
3000,100,17,2353995199,Empirical mode,20,20,0,0.0,0.15000000000000002,1.0,0.8500000000000001,0.021904325237296254,0.0017504653312532328,0.021609853105006266,53629.0
3000,100,17,2353995199,Population mode,1587,1587,0,0.0,0.0,1.0,1.0,0.28674496237704034,0.22420497882132523,0.28696111927130374,521179.0
3000,100,18,3689385189,Empirical mode,21,21,0,0.14285714285714285,0.047619047619047616,0.8571428571428571,0.9523809523809523,0.013887253059827076,-3.211233294497795e-06,0.013731132491835107,47322.0
3000,100,18,3689385189,Population mode,1507,1507,0,0.0,0.0,1.0,1.0,0.29151752681147425,0.2281931787281829,0.2916094995167857,530673.0
3000,100,19,2400458732,Empirical mode,22,22,0,0.13636363636363635,0.2272727272727273,0.8636363636363636,0.7727272727272727,0.01130514958894617,4.9458008692671094e-05,0.011165880448565244,40098.0
3000,100,19,2400458732,Population mode,1698,1698,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.2804567976957054,0.21621628667294857,0.28088767224027533,509648.5
3000,100,20,833671054,Empirical mode,21,21,0,0.09523809523809523,0.047619047619047616,0.9047619047619047,0.9523809523809523,0.010220329338965717,0.004787673458558933,0.01102475897343047,38690.0
3000,100,20,833671054,Population mode,1535,1535,0,0.0,0.0,1.0,1.0,0.28993355707261687,0.22857343845966807,0.29035817384796325,527149.0
3000,100,21,18848389,Empirical mode,21,21,0,0.0,0.0,1.0,1.0,0.014649627207999671,0.005550251537488907,0.015009397318631712,43466.0
3000,100,21,18848389,Population mode,1716,1716,0,0.0,0.0,1.0,1.0,0.27975258888292864,0.21444371451491717,0.27929962976477074,507008.5
3000,100,22,1178276956,Empirical mode,19,19,0,0.0,0.0,1.0,1.0,0.020207131828149344,0.007206652799868246,0.017939090529828977,54401.0
3000,100,22,1178276956,Population mode,1561,1561,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.28816337852215035,0.22553808784728469,0.28872243127858116,525178.0
3000,100,23,2512655086,Empirical mode,20,20,0,0.05,0.05,0.9500000000000001,0.9500000000000001,0.016685236407119993,0.0042967152656215426,0.01820705704954345,49350.5
3000,100,23,2512655086,Population mode,1671,1671,0,0.0,0.0,1.0,1.0,0.2822855883672061,0.21819907205276867,0.28265663410358904,511989.0
3000,100,24,2286120797,Empirical mode,22,22,0,0.0,0.0,1.0,1.0,0.01449609752939035,0.00925443827627094,0.013603613690603325,41112.0
3000,100,24,2286120797,Population mode,1664,1664,0,0.0,0.0,1.0,1.0,0.2825093375006063,0.21803643449130525,0.28242635360937035,512758.5
3000,100,25,3546653262,Empirical mode,22,22,0,0.0,0.045454545454545456,1.0,0.9545454545454546,0.014723034495412651,0.0038110755770730973,0.013832665373947284,47342.0
3000,100,25,3546653262,Population mode,1588,1588,0,0.0,0.0,1.0,1.0,0.28696357073324286,0.22469809344367014,0.28708098053294184,521366.5
3000,100,26,584777993,Empirical mode,22,22,0,0.045454545454545456,0.045454545454545456,0.9545454545454546,0.9545454545454546,0.01267594999599326,0.0030546807011625488,0.013615659703646782,41956.5
3000,100,26,584777993,Population mode,1689,1689,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.2807992935741075,0.2160146768205314,0.2810108571226019,509467.0
3000,100,27,228881954,Empirical mode,24,24,0,0.041666666666666664,0.041666666666666664,0.9583333333333333,0.9583333333333333,0.013465395359919648,0.0013960591056244149,0.01194272285553015,36243.0
3000,100,27,228881954,Population mode,1663,1663,0,0.0,0.0,1.0,1.0,0.28243630743388864,0.21846958619663054,0.282489441780035,512024.0
3000,100,28,3534906414,Empirical mode,17,17,0,0.058823529411764705,0.0,0.9411764705882353,1.0,0.025125450088251178,0.009522946171939783,0.026371212302108482,55366.0
3000,100,28,3534906414,Population mode,1604,1604,0,0.0,0.0,1.0,1.0,0.28584931975156286,0.2216905432252695,0.2858091099551393,519048.0
3000,100,29,2700738883,Empirical mode,21,21,0,0.09523809523809523,0.047619047619047616,0.9047619047619047,0.9523809523809523,0.015410814873207612,0.0006834252107579819,0.01607614051820061,45356.0
3000,100,29,2700738883,Population mode,1576,1576,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.28748457091761287,0.22499203055975736,0.28764618648865975,523278.5
3000,100,30,2682513547,Empirical mode,23,23,0,0.043478260869565216,0.0,0.9565217391304348,1.0,0.01454475784795678,0.004728913994644668,0.013858848314606709,40085.0
3000,100,30,2682513547,Population mode,1553,1553,0,0.0,0.0,1.0,1.0,0.28884441589107496,0.2255777526136492,0.2888204504484938,525703.0
