n_calib,width_mean,width_median,width_q90,width_q95,coverage,n_raw_intervals,n_intervals,rate_term,rep
10000,0.32062599999999997,0.31999999999999995,0.33999999999999997,0.34,1.0,2241,2241,0.09729530713186156,93
10000,0.317129,0.31999999999999995,0.32999999999999996,0.32999999999999996,1.0,2267,2267,0.09729530713186156,94
10000,0.29733,0.3,0.32000000000000006,0.32999999999999996,1.0,2305,2305,0.09729530713186156,95
10000,0.31443899999999997,0.32,0.32999999999999996,0.32999999999999996,1.0,2284,2284,0.09729530713186156,96
10000,0.3077069999999999,0.31,0.31999999999999995,0.31999999999999995,1.0,2336,2336,0.09729530713186156,97
10000,0.311364,0.31999999999999995,0.32999999999999996,0.32999999999999996,1.0,2330,2330,0.09729530713186156,98
10000,0.3140839999999999,0.32999999999999996,0.32999999999999996,0.35,1.0,2192,2192,0.09729530713186156,99
30000,0.19199899999999998,0.17999999999999994,0.22999999999999998,0.23000000000000004,1.0,3087,3087,0.07004295019622545,0
30000,0.202256,0.19999999999999996,0.23999999999999994,0.24,1.0,3038,3038,0.07004295019622545,1
30000,0.190949,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3109,3109,0.07004295019622545,2
30000,0.197139,0.18,0.23000000000000004,0.24000000000000005,1.0,3005,3005,0.07004295019622545,3
30000,0.19841199999999998,0.19,0.22999999999999993,0.22999999999999993,1.0,3110,3110,0.07004295019622545,4
30000,0.19300900000000001,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3043,3043,0.07004295019622545,5
30000,0.194773,0.19,0.22000000000000008,0.22999999999999998,1.0,3103,3103,0.07004295019622545,6
30000,0.19844799999999996,0.18999999999999995,0.22999999999999998,0.23000000000000004,1.0,3055,3055,0.07004295019622545,7
30000,0.188956,0.17,0.22999999999999998,0.24,1.0,3076,3076,0.07004295019622545,8
30000,0.187955,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3099,3099,0.07004295019622545,9
30000,0.192854,0.18,0.22999999999999998,0.22999999999999998,1.0,3122,3122,0.07004295019622545,10
30000,0.193984,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3115,3115,0.07004295019622545,11
30000,0.193955,0.18,0.22,0.22999999999999998,1.0,3105,3105,0.07004295019622545,12
30000,0.194581,0.18999999999999995,0.22999999999999998,0.23000000000000004,1.0,3093,3093,0.07004295019622545,13
30000,0.19266099999999997,0.18,0.22999999999999998,0.22999999999999998,1.0,3110,3110,0.07004295019622545,14
30000,0.18745999999999996,0.17,0.22999999999999998,0.22999999999999998,1.0,3117,3117,0.07004295019622545,15
30000,0.19734600000000002,0.19,0.22999999999999998,0.23000000000000004,1.0,3092,3092,0.07004295019622545,16
30000,0.19832699999999998,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3084,3084,0.07004295019622545,17
30000,0.19313699999999998,0.18,0.22999999999999998,0.23999999999999994,1.0,3093,3093,0.07004295019622545,18
30000,0.20256099999999996,0.19,0.22999999999999998,0.24,1.0,3042,3042,0.07004295019622545,19
30000,0.19436900000000001,0.18999999999999995,0.22999999999999998,0.24,1.0,3082,3082,0.07004295019622545,20
30000,0.19864400000000002,0.19,0.22999999999999998,0.23000000000000004,1.0,3062,3062,0.07004295019622545,21
30000,0.19843599999999997,0.18,0.23999999999999994,0.23999999999999994,1.0,3031,3031,0.07004295019622545,22
30000,0.197665,0.18999999999999995,0.22999999999999998,0.23999999999999994,1.0,3098,3098,0.07004295019622545,23
30000,0.192105,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3097,3097,0.07004295019622545,24
30000,0.19628799999999996,0.18,0.23000000000000004,0.24,1.0,3040,3040,0.07004295019622545,25
30000,0.19784599999999997,0.18999999999999995,0.21999999999999997,0.22999999999999998,1.0,3061,3061,0.07004295019622545,26
30000,0.19599399999999997,0.18,0.22999999999999993,0.22999999999999998,1.0,3033,3033,0.07004295019622545,27
30000,0.19768799999999997,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3051,3051,0.07004295019622545,28
30000,0.19753199999999999,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3114,3114,0.07004295019622545,29
30000,0.19486699999999998,0.18,0.22999999999999993,0.22999999999999998,1.0,3103,3103,0.07004295019622545,30
30000,0.193385,0.18999999999999995,0.22000000000000008,0.23000000000000004,1.0,3093,3093,0.07004295019622545,31
30000,0.19117599999999998,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3113,3113,0.07004295019622545,32
30000,0.194962,0.18999999999999995,0.22999999999999998,0.23999999999999994,1.0,3070,3070,0.07004295019622545,33
30000,0.197733,0.19,0.22999999999999998,0.22999999999999998,1.0,3094,3094,0.07004295019622545,34
30000,0.18601199999999996,0.17,0.22999999999999993,0.22999999999999993,1.0,3137,3137,0.07004295019622545,35
30000,0.18968,0.18,0.21999999999999997,0.22999999999999993,1.0,3145,3145,0.07004295019622545,36
30000,0.19803899999999997,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3088,3088,0.07004295019622545,37
30000,0.195608,0.18,0.22999999999999998,0.22999999999999998,1.0,3047,3047,0.07004295019622545,38
30000,0.193598,0.18999999999999995,0.23000000000000004,0.23000000000000004,1.0,3096,3096,0.07004295019622545,39
30000,0.18883599999999998,0.18,0.21999999999999997,0.22999999999999998,1.0,3136,3136,0.07004295019622545,40
30000,0.191012,0.17999999999999994,0.22,0.23999999999999994,1.0,3099,3099,0.07004295019622545,41
30000,0.18949499999999997,0.17999999999999994,0.21999999999999997,0.22999999999999998,1.0,3139,3139,0.07004295019622545,42
30000,0.192793,0.19,0.22000000000000008,0.22999999999999998,1.0,3128,3128,0.07004295019622545,43
30000,0.19903999999999997,0.19,0.22999999999999998,0.23000000000000004,1.0,3071,3071,0.07004295019622545,44
30000,0.19175299999999995,0.17999999999999994,0.22999999999999993,0.22999999999999998,1.0,3121,3121,0.07004295019622545,45
30000,0.19814699999999996,0.19,0.22999999999999998,0.22999999999999998,1.0,3080,3080,0.07004295019622545,46
30000,0.19765699999999997,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3099,3099,0.07004295019622545,47
30000,0.19253199999999998,0.18999999999999995,0.21999999999999997,0.22999999999999998,1.0,3130,3130,0.07004295019622545,48
30000,0.196876,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3109,3109,0.07004295019622545,49
30000,0.19872199999999998,0.19,0.22999999999999998,0.22999999999999998,1.0,3078,3078,0.07004295019622545,50
30000,0.19566199999999997,0.18,0.22999999999999998,0.22999999999999998,1.0,3073,3073,0.07004295019622545,51
30000,0.19895,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3075,3075,0.07004295019622545,52
30000,0.200479,0.19,0.22999999999999998,0.22999999999999998,1.0,3094,3094,0.07004295019622545,53
30000,0.18958699999999998,0.17999999999999994,0.22000000000000008,0.22999999999999998,1.0,3139,3139,0.07004295019622545,54
30000,0.190437,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3115,3115,0.07004295019622545,55
30000,0.19930699999999996,0.18999999999999995,0.23999999999999994,0.23999999999999994,1.0,3074,3074,0.07004295019622545,56
30000,0.190074,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3119,3119,0.07004295019622545,57
30000,0.20107699999999998,0.18999999999999995,0.23999999999999994,0.24,1.0,3024,3024,0.07004295019622545,58
30000,0.19641399999999995,0.18,0.22999999999999998,0.24,1.0,3046,3046,0.07004295019622545,59
30000,0.19436499999999998,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3086,3086,0.07004295019622545,60
30000,0.19165899999999997,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3106,3106,0.07004295019622545,61
30000,0.19772099999999998,0.19,0.22000000000000008,0.22999999999999998,1.0,3097,3097,0.07004295019622545,62
30000,0.203341,0.19,0.23999999999999994,0.23999999999999994,1.0,3045,3045,0.07004295019622545,63
30000,0.19414399999999996,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3104,3104,0.07004295019622545,64
30000,0.19451299999999996,0.18,0.22999999999999998,0.22999999999999998,1.0,3109,3109,0.07004295019622545,65
30000,0.199566,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3034,3034,0.07004295019622545,66
30000,0.19619299999999998,0.18,0.22999999999999998,0.23999999999999994,1.0,3049,3049,0.07004295019622545,67
30000,0.19912,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3082,3082,0.07004295019622545,68
30000,0.191513,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3102,3102,0.07004295019622545,69
30000,0.20218999999999998,0.19,0.23000000000000004,0.23999999999999994,1.0,3046,3046,0.07004295019622545,70
30000,0.19305099999999997,0.18,0.22999999999999998,0.22999999999999998,1.0,3042,3042,0.07004295019622545,71
30000,0.189736,0.17999999999999994,0.21999999999999997,0.22999999999999998,1.0,3132,3132,0.07004295019622545,72
30000,0.19708499999999998,0.18999999999999995,0.22999999999999998,0.23999999999999994,1.0,3091,3091,0.07004295019622545,73
30000,0.195262,0.18,0.22999999999999998,0.23999999999999994,1.0,3083,3083,0.07004295019622545,74
30000,0.19074899999999997,0.18,0.22000000000000008,0.22999999999999998,1.0,3117,3117,0.07004295019622545,75
30000,0.19371099999999997,0.18,0.22999999999999998,0.22999999999999998,1.0,3119,3119,0.07004295019622545,76
30000,0.185858,0.17,0.21999999999999997,0.22999999999999998,1.0,3151,3151,0.07004295019622545,77
30000,0.19336799999999998,0.19,0.22999999999999998,0.23000000000000004,1.0,3110,3110,0.07004295019622545,78
30000,0.190572,0.17999999999999994,0.21999999999999997,0.22999999999999998,1.0,3095,3095,0.07004295019622545,79
30000,0.18961499999999995,0.18,0.22000000000000008,0.22999999999999993,1.0,3148,3148,0.07004295019622545,80
30000,0.191508,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3088,3088,0.07004295019622545,81
30000,0.199171,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3032,3032,0.07004295019622545,82
30000,0.18713899999999997,0.17,0.22999999999999998,0.23,1.0,3111,3111,0.07004295019622545,83
30000,0.198007,0.18999999999999995,0.22999999999999993,0.22999999999999998,1.0,3073,3073,0.07004295019622545,84
30000,0.19564599999999996,0.18,0.22999999999999998,0.22999999999999998,1.0,3095,3095,0.07004295019622545,85
30000,0.19826099999999997,0.18,0.24,0.24,1.0,3007,3007,0.07004295019622545,86
30000,0.18819200000000003,0.18,0.22999999999999998,0.22999999999999998,1.0,3117,3117,0.07004295019622545,87
30000,0.19617599999999996,0.18,0.22999999999999998,0.23999999999999994,1.0,3071,3071,0.07004295019622545,88
30000,0.190972,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3091,3091,0.07004295019622545,89
30000,0.19578999999999996,0.18,0.23999999999999994,0.24,1.0,3052,3052,0.07004295019622545,90
30000,0.186221,0.17,0.21999999999999997,0.22999999999999998,1.0,3143,3143,0.07004295019622545,91
30000,0.19419399999999998,0.18,0.22999999999999998,0.22999999999999998,1.0,3113,3113,0.07004295019622545,92
30000,0.19923599999999997,0.18999999999999995,0.22999999999999998,0.23000000000000004,1.0,3036,3036,0.07004295019622545,93
30000,0.19544399999999998,0.18,0.22999999999999998,0.22999999999999998,1.0,3081,3081,0.07004295019622545,94
30000,0.18815099999999998,0.17,0.22999999999999998,0.23999999999999994,1.0,3099,3099,0.07004295019622545,95
30000,0.193956,0.18,0.22999999999999998,0.23000000000000004,1.0,3097,3097,0.07004295019622545,96
30000,0.19561599999999998,0.18,0.22999999999999998,0.22999999999999998,1.0,3084,3084,0.07004295019622545,97
30000,0.19173300000000001,0.17999999999999994,0.22999999999999998,0.22999999999999998,1.0,3102,3102,0.07004295019622545,98
30000,0.19888299999999998,0.18999999999999995,0.22999999999999998,0.22999999999999998,1.0,3076,3076,0.07004295019622545,99
100000,0.12209500000000001,0.12,0.15000000000000002,0.15999999999999998,1.0,3755,3755,0.04864765356593078,0
100000,0.12143499999999997,0.12,0.15,0.15999999999999998,1.0,3767,3767,0.04864765356593078,1
100000,0.12172799999999998,0.12,0.15000000000000002,0.15999999999999998,1.0,3743,3743,0.04864765356593078,2
100000,0.122804,0.12,0.15000000000000002,0.15999999999999998,1.0,3737,3737,0.04864765356593078,3
100000,0.12188599999999997,0.12,0.15999999999999998,0.15999999999999998,1.0,3745,3745,0.04864765356593078,4
100000,0.124064,0.12,0.15000000000000002,0.15999999999999992,1.0,3719,3719,0.04864765356593078,5
100000,0.12432399999999999,0.12,0.15999999999999992,0.15999999999999998,1.0,3743,3743,0.04864765356593078,6
100000,0.12313599999999997,0.12,0.15999999999999992,0.15999999999999998,1.0,3745,3745,0.04864765356593078,7
100000,0.122211,0.12,0.15999999999999992,0.15999999999999998,1.0,3743,3743,0.04864765356593078,8
100000,0.12261699999999999,0.12,0.15999999999999992,0.15999999999999998,1.0,3750,3750,0.04864765356593078,9
100000,0.12406299999999999,0.12,0.15999999999999992,0.15999999999999998,1.0,3727,3727,0.04864765356593078,10
100000,0.12218599999999999,0.12,0.16000000000000003,0.16000000000000003,1.0,3736,3736,0.04864765356593078,11
100000,0.12179299999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3748,3748,0.04864765356593078,12
100000,0.12283499999999997,0.12,0.15999999999999998,0.15999999999999998,1.0,3736,3736,0.04864765356593078,13
100000,0.126605,0.12,0.15999999999999998,0.16999999999999993,1.0,3695,3695,0.04864765356593078,14
100000,0.122935,0.12,0.15999999999999998,0.16000000000000003,1.0,3725,3725,0.04864765356593078,15
100000,0.122735,0.12,0.15000000000000002,0.15999999999999998,1.0,3733,3733,0.04864765356593078,16
100000,0.12353499999999999,0.12,0.15999999999999998,0.15999999999999998,1.0,3716,3716,0.04864765356593078,17
100000,0.121791,0.12,0.15,0.15999999999999998,1.0,3751,3751,0.04864765356593078,18
100000,0.12163299999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3761,3761,0.04864765356593078,19
100000,0.124448,0.12,0.15999999999999998,0.16999999999999993,1.0,3707,3707,0.04864765356593078,20
100000,0.12313399999999998,0.12,0.15999999999999998,0.15999999999999998,1.0,3723,3723,0.04864765356593078,21
100000,0.12352400000000002,0.12,0.15999999999999992,0.15999999999999998,1.0,3721,3721,0.04864765356593078,22
100000,0.12593600000000002,0.12,0.15999999999999998,0.16999999999999993,1.0,3697,3697,0.04864765356593078,23
100000,0.12374199999999996,0.12,0.15999999999999992,0.15999999999999998,1.0,3721,3721,0.04864765356593078,24
100000,0.123599,0.12,0.15999999999999992,0.15999999999999998,1.0,3736,3736,0.04864765356593078,25
100000,0.12365899999999999,0.12,0.15999999999999998,0.16000000000000003,1.0,3709,3709,0.04864765356593078,26
100000,0.122859,0.12,0.15999999999999992,0.15999999999999998,1.0,3732,3732,0.04864765356593078,27
100000,0.12182599999999998,0.12,0.15999999999999998,0.16000000000000003,1.0,3734,3734,0.04864765356593078,28
100000,0.12391500000000001,0.12,0.15999999999999998,0.15999999999999998,1.0,3720,3720,0.04864765356593078,29
100000,0.121994,0.12,0.15000000000000002,0.15999999999999998,1.0,3733,3733,0.04864765356593078,30
100000,0.12324199999999996,0.12,0.15999999999999998,0.15999999999999998,1.0,3743,3743,0.04864765356593078,31
100000,0.12329299999999999,0.12,0.15999999999999992,0.15999999999999998,1.0,3724,3724,0.04864765356593078,32
100000,0.125024,0.12,0.15999999999999992,0.15999999999999998,1.0,3734,3734,0.04864765356593078,33
100000,0.12376599999999999,0.12,0.15000000000000002,0.15999999999999998,1.0,3723,3723,0.04864765356593078,34
100000,0.12330499999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3740,3740,0.04864765356593078,35
100000,0.12289699999999999,0.12,0.15999999999999992,0.16000000000000003,1.0,3724,3724,0.04864765356593078,36
100000,0.123581,0.12,0.15000000000000002,0.15999999999999998,1.0,3721,3721,0.04864765356593078,37
100000,0.123108,0.12,0.15999999999999992,0.16000000000000003,1.0,3712,3712,0.04864765356593078,38
100000,0.12246900000000001,0.12,0.15999999999999998,0.15999999999999998,1.0,3726,3726,0.04864765356593078,39
100000,0.12389899999999998,0.12,0.15999999999999998,0.15999999999999998,1.0,3724,3724,0.04864765356593078,40
100000,0.12240100000000001,0.12,0.15999999999999998,0.15999999999999998,1.0,3747,3747,0.04864765356593078,41
100000,0.123238,0.12,0.15999999999999998,0.15999999999999998,1.0,3721,3721,0.04864765356593078,42
100000,0.12127599999999998,0.12,0.15000000000000002,0.15999999999999998,1.0,3753,3753,0.04864765356593078,43
100000,0.12189400000000002,0.12,0.15999999999999998,0.15999999999999998,1.0,3739,3739,0.04864765356593078,44
100000,0.12270299999999998,0.12,0.15999999999999998,0.15999999999999998,1.0,3743,3743,0.04864765356593078,45
100000,0.12173199999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3754,3754,0.04864765356593078,46
100000,0.12354999999999997,0.12,0.15999999999999992,0.16000000000000003,1.0,3712,3712,0.04864765356593078,47
100000,0.122709,0.12,0.16000000000000003,0.16000000000000003,1.0,3721,3721,0.04864765356593078,48
100000,0.124058,0.12,0.16000000000000003,0.16999999999999993,1.0,3695,3695,0.04864765356593078,49
100000,0.12315000000000001,0.12,0.15999999999999998,0.15999999999999998,1.0,3722,3722,0.04864765356593078,50
100000,0.12225299999999999,0.12,0.15999999999999998,0.15999999999999998,1.0,3731,3731,0.04864765356593078,51
100000,0.12277299999999998,0.12,0.15999999999999998,0.15999999999999998,1.0,3703,3703,0.04864765356593078,52
100000,0.124487,0.12,0.15999999999999998,0.16999999999999993,1.0,3693,3693,0.04864765356593078,53
100000,0.122166,0.12,0.15999999999999998,0.15999999999999998,1.0,3737,3737,0.04864765356593078,54
100000,0.12326999999999999,0.12,0.15999999999999998,0.15999999999999998,1.0,3736,3736,0.04864765356593078,55
100000,0.12144800000000001,0.12,0.15999999999999992,0.15999999999999998,1.0,3755,3755,0.04864765356593078,56
100000,0.12246699999999999,0.12,0.15999999999999992,0.15999999999999998,1.0,3748,3748,0.04864765356593078,57
100000,0.12202799999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3749,3749,0.04864765356593078,58
100000,0.122461,0.12,0.15999999999999992,0.15999999999999998,1.0,3740,3740,0.04864765356593078,59
100000,0.12168099999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3744,3744,0.04864765356593078,60
100000,0.12154300000000001,0.12,0.15999999999999998,0.16000000000000003,1.0,3748,3748,0.04864765356593078,61
100000,0.12239200000000001,0.12,0.15000000000000002,0.15999999999999998,1.0,3738,3738,0.04864765356593078,62
100000,0.123456,0.12,0.15999999999999998,0.15999999999999998,1.0,3726,3726,0.04864765356593078,63
100000,0.12364499999999999,0.12,0.15000000000000002,0.15999999999999998,1.0,3732,3732,0.04864765356593078,64
100000,0.12294600000000001,0.12,0.15999999999999998,0.15999999999999998,1.0,3744,3744,0.04864765356593078,65
100000,0.123585,0.12,0.15999999999999998,0.15999999999999998,1.0,3727,3727,0.04864765356593078,66
100000,0.123908,0.12,0.15999999999999998,0.16999999999999993,1.0,3705,3705,0.04864765356593078,67
100000,0.12406999999999999,0.12,0.15000000000000002,0.16000000000000003,1.0,3704,3704,0.04864765356593078,68
100000,0.123513,0.12,0.15999999999999998,0.16999999999999993,1.0,3707,3707,0.04864765356593078,69
100000,0.12647599999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3721,3721,0.04864765356593078,70
100000,0.123206,0.12,0.15999999999999998,0.16000000000000003,1.0,3713,3713,0.04864765356593078,71
100000,0.122175,0.12,0.15000000000000002,0.15999999999999998,1.0,3753,3753,0.04864765356593078,72
100000,0.12188199999999998,0.12,0.15999999999999998,0.15999999999999998,1.0,3748,3748,0.04864765356593078,73
100000,0.123208,0.12,0.15999999999999992,0.15999999999999998,1.0,3735,3735,0.04864765356593078,74
100000,0.122105,0.12,0.15999999999999998,0.15999999999999998,1.0,3750,3750,0.04864765356593078,75
100000,0.12449400000000001,0.12,0.15999999999999998,0.15999999999999998,1.0,3715,3715,0.04864765356593078,76
100000,0.12229,0.12,0.15000000000000002,0.15999999999999998,1.0,3734,3734,0.04864765356593078,77
100000,0.12236399999999999,0.12,0.15999999999999998,0.15999999999999998,1.0,3751,3751,0.04864765356593078,78
100000,0.125357,0.12,0.15999999999999998,0.16000000000000003,1.0,3706,3706,0.04864765356593078,79
100000,0.124165,0.12,0.15999999999999998,0.16999999999999993,1.0,3692,3692,0.04864765356593078,80
100000,0.12213399999999999,0.12,0.15999999999999992,0.15999999999999998,1.0,3740,3740,0.04864765356593078,81
100000,0.122327,0.12,0.15999999999999992,0.15999999999999998,1.0,3740,3740,0.04864765356593078,82
100000,0.121291,0.12,0.15,0.15999999999999998,1.0,3767,3767,0.04864765356593078,83
100000,0.12195299999999998,0.12,0.15999999999999992,0.15999999999999992,1.0,3760,3760,0.04864765356593078,84
100000,0.12158600000000001,0.12,0.15999999999999992,0.15999999999999998,1.0,3761,3761,0.04864765356593078,85
100000,0.122158,0.12,0.15000000000000002,0.15999999999999998,1.0,3743,3743,0.04864765356593078,86
100000,0.12223599999999997,0.12,0.15,0.15999999999999998,1.0,3743,3743,0.04864765356593078,87
100000,0.12394000000000001,0.12,0.15999999999999998,0.15999999999999998,1.0,3724,3724,0.04864765356593078,88
100000,0.12325299999999997,0.12,0.15999999999999992,0.15999999999999998,1.0,3730,3730,0.04864765356593078,89
100000,0.123259,0.12,0.15999999999999998,0.16000000000000003,1.0,3709,3709,0.04864765356593078,90
100000,0.12179899999999999,0.12,0.15000000000000002,0.15999999999999998,1.0,3756,3756,0.04864765356593078,91
100000,0.121485,0.12,0.15999999999999992,0.15999999999999998,1.0,3748,3748,0.04864765356593078,92
100000,0.122105,0.12,0.15999999999999998,0.16999999999999993,1.0,3720,3720,0.04864765356593078,93
100000,0.124816,0.12,0.15000000000000002,0.15999999999999998,1.0,3731,3731,0.04864765356593078,94
100000,0.123889,0.12,0.15999999999999998,0.15999999999999998,1.0,3723,3723,0.04864765356593078,95
100000,0.12285699999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3723,3723,0.04864765356593078,96
100000,0.122729,0.12,0.15999999999999998,0.15999999999999998,1.0,3737,3737,0.04864765356593078,97
100000,0.12296499999999999,0.12,0.15999999999999998,0.15999999999999998,1.0,3731,3731,0.04864765356593078,98
100000,0.12268799999999998,0.12,0.15999999999999992,0.15999999999999998,1.0,3742,3742,0.04864765356593078,99
300000,0.08487399999999998,0.08000000000000002,0.10999999999999999,0.10999999999999999,1.0,4157,4157,0.034770873142995644,0
300000,0.08763,0.07999999999999999,0.10999999999999999,0.1100000000000001,1.0,4129,4129,0.034770873142995644,1
300000,0.08724199999999999,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4139,4139,0.034770873142995644,2
300000,0.08856499999999999,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4121,4121,0.034770873142995644,3
300000,0.08716999999999998,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4151,4151,0.034770873142995644,4
300000,0.085864,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4138,4138,0.034770873142995644,5
300000,0.08786499999999998,0.08,0.11000000000000004,0.11999999999999994,1.0,4140,4140,0.034770873142995644,6
300000,0.08728999999999999,0.08,0.10999999999999999,0.11999999999999994,1.0,4133,4133,0.034770873142995644,7
300000,0.08824599999999999,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4139,4139,0.034770873142995644,8
300000,0.08789,0.07999999999999999,0.10999999999999999,0.1100000000000001,1.0,4137,4137,0.034770873142995644,9
300000,0.087918,0.08999999999999997,0.11000000000000004,0.11999999999999994,1.0,4133,4133,0.034770873142995644,10
300000,0.08754499999999998,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4146,4146,0.034770873142995644,11
300000,0.08707799999999997,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4147,4147,0.034770873142995644,12
300000,0.08685399999999997,0.08999999999999997,0.11999999999999994,0.12,1.0,4129,4129,0.034770873142995644,13
300000,0.08837899999999997,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4130,4130,0.034770873142995644,14
300000,0.08714999999999998,0.08,0.10999999999999999,0.10999999999999999,1.0,4151,4151,0.034770873142995644,15
300000,0.08731799999999999,0.08,0.10999999999999999,0.10999999999999999,1.0,4151,4151,0.034770873142995644,16
300000,0.08741299999999999,0.08999999999999997,0.10999999999999999,0.11000000000000004,1.0,4145,4145,0.034770873142995644,17
300000,0.086838,0.08,0.10999999999999999,0.10999999999999999,1.0,4150,4150,0.034770873142995644,18
300000,0.08720599999999999,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4140,4140,0.034770873142995644,19
300000,0.08680599999999998,0.07999999999999999,0.10999999999999999,0.11999999999999994,1.0,4153,4153,0.034770873142995644,20
300000,0.087781,0.08999999999999997,0.11000000000000001,0.12,1.0,4128,4128,0.034770873142995644,21
300000,0.08769999999999999,0.08000000000000002,0.10999999999999999,0.11999999999999994,1.0,4128,4128,0.034770873142995644,22
300000,0.08682099999999998,0.08999999999999997,0.10999999999999999,0.11999999999999994,1.0,4130,4130,0.034770873142995644,23
300000,0.088681,0.08999999999999997,0.10999999999999999,0.12,1.0,4121,4121,0.034770873142995644,24
300000,0.08727099999999999,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4147,4147,0.034770873142995644,25
300000,0.08601999999999999,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4142,4142,0.034770873142995644,26
300000,0.08699199999999999,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4157,4157,0.034770873142995644,27
300000,0.08736899999999999,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4146,4146,0.034770873142995644,28
300000,0.08739299999999998,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4154,4154,0.034770873142995644,29
300000,0.084909,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4165,4165,0.034770873142995644,30
300000,0.08871999999999998,0.08000000000000007,0.10999999999999999,0.12,1.0,4120,4120,0.034770873142995644,31
300000,0.08679399999999998,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4145,4145,0.034770873142995644,32
300000,0.086569,0.08,0.10999999999999999,0.10999999999999999,1.0,4169,4169,0.034770873142995644,33
300000,0.088334,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4140,4140,0.034770873142995644,34
300000,0.08526299999999999,0.08,0.10999999999999999,0.10999999999999999,1.0,4147,4147,0.034770873142995644,35
300000,0.08689,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4153,4153,0.034770873142995644,36
300000,0.087588,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4138,4138,0.034770873142995644,37
300000,0.086432,0.08,0.10999999999999999,0.10999999999999999,1.0,4163,4163,0.034770873142995644,38
300000,0.087596,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4147,4147,0.034770873142995644,39
300000,0.08515199999999999,0.07999999999999999,0.10999999999999999,0.10999999999999999,1.0,4156,4156,0.034770873142995644,40
300000,0.087382,0.08,0.10999999999999999,0.10999999999999999,1.0,4147,4147,0.034770873142995644,41
300000,0.08847,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4130,4130,0.034770873142995644,42
300000,0.087557,0.07999999999999999,0.12,0.12,1.0,4134,4134,0.034770873142995644,43
300000,0.08648399999999999,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4153,4153,0.034770873142995644,44
300000,0.088383,0.08999999999999997,0.10999999999999999,0.10999999999999999,1.0,4142,4142,0.034770873142995644,45
300000,0.08766099999999999,0.08999999999999997,0.10999999999999999,0.11999999999999994,1.0,4143,4143,0.034770873142995644,46
300000,0.088552,0.08999999999999997,0.10999999999999999,0.12,1.0,4118,4118,0.034770873142995644,47
